gid,nom,com_nom
321,CH INTERCOMMUNAL DE VILLENEUVE SAINT GEORGES,Villeneuve-Saint-Georges
242,Centre de vaccination - Hopital privé Saint Claude (ELSAN),Saint-Quentin
1143,Centre de vaccination - MSP de Fère en tardenois,Fère-en-Tardenois
1176,Centre de vaccination du Centre hospitalier de Givors,Givors
2029,MSP CATUS,Catus
1219,Centre de Vaccination Créteil,Créteil
3170,PLERIN - Hôp. Privé Côtes d'Armor (enfants),Plérin
453,Clinique générale de Marignane,Marignane
3147,Centre de vaccination - SISA MSP DE CREIL VERS LE PROGRES,Creil
162,Centre de vaccination- CHU Amiens,Amiens
2035,Centre de vaccination - Centre de vie Jacques Desalangre,Tergnier
2178,"Centre de vaccination - MSP Pôle de santé du Haut-Escaut, salle de fête de Gouzeaucourt ",Gouzeaucourt
2511,"Centre de vaccination - CPTS Val de Sambre, Ville de Jeumont,  Salle Timmermans",Jeumont
2180,"Centre de vaccination - Commune de Masnières, Salle du Bicentenaire",Masnières
2647,Centre de vaccination - Mairie d'Onnaing,Onnaing
279,Centre de vaccination - POLYCLINIQUE VAUBAN,Valenciennes
304,Centre de vaccination - CH Senlis GHPSO,Senlis
1672,"Centre de vaccination - Mairie de Chambly, Maison de santé",Chambly
2550,"Centre de vaccination - SDIS 02, Espace Claude Parisot",Soissons
1446,MSP VAL DE VIENNE,Aixe-sur-Vienne
2365,Centre vaccination CESAM 13,Marseille
386,Centre de vaccination - Clinique de Flandres,Coudekerque-Branche
383,Centre de vaccination - CH LE CATEAU,Le Cateau-Cambrésis
300,"Centre de vaccination - Centre Hospitalier Intercommunal de Compiègne-Noyon, site de Mercière ",Compiègne
1954,Centre de vaccination - Polyclinique De la CLARENCE,Divion
967,"Centre de vaccination - Centre SDIS Bruay La Buissière, salle Marmottan",Bruay-la-Buissière
463,Centres de vaccination d'Epernay ,Épernay
529,Centre de vaccination – Mortagne,Mortagne-au-Perche
35,CH Saint-Dizier,Saint-Dizier
2140,Centre de Vaccination Ambulatoire de Vitry sur Seine,Vitry-sur-Seine
486,Centre d'ORLY,Orly
1076,Centre Maison de santé L'île Rousse,L'Île-Rousse
1352,Centre de vaccination de Sainte-Marie-Aux-Mines,Sainte-Marie-aux-Mines
1385,Centre Hauts de Bienne - Morez,Champagnole
682,Centre de vaccination - CH Saint Céré,Saint-Céré
1374,MSP Lamagdelaine,Lamagdelaine
1570,Centre de vaccination - Cahors ville ,Cahors
534,HALLE AUX TOILES,Alençon
3179,Unité pédiatrique CH de Flers,Flers
850,Centre de vaccination - CPTS Val de Sambre La LUNA,Maubeuge
1258,Centre de vaccination CESSENON (Maison de santé),Cessenon-sur-Orb
784,CDV31 Bagnères de Luchon,Bagnères-de-Luchon
600,CDV31 Colomiers,Colomiers
2167,Salle polyvalente du Mouzon,Auch
96,CH Jean Rougier - Cahors,Cahors
361,CENTRE DE VACCINATION DE LANNEMEZAN,Lannemezan
1211,Communauté Professionnelle Territoriale de Santé Sud Allier,Saint-Pourçain-sur-Sioule
1664,Ville de Bagneux,Bagneux
3108,MASSY- Carrefour CVAE,Massy
760,Massy CVA,Massy
1581,EMV Etampes,Étampes
3105,Paray-Vieille-Poste RAV ,Paray-Vieille-Poste
2642, Vigneux-sur-seine RAV,Vigneux-sur-Seine
3104,Milly-la-Forêt RAV ,Milly-la-Forêt
1003,Salle Osco-Manosci,Manosque
161,CH de Lisieux,Lisieux
135,CH Aunay Bayeux,Bayeux
3067,Centre de Vaccination Ambulatoire de Thiais,Thiais
3232,Département de la Seine-Maritime – CMS Elbeuf,Elbeuf
146,Mairie d'Arcachon -Salle Polyvalente Tir au Vol,Arcachon
680,Centre de vaccination de Bourgoin-Jallieu - Maison du département - Porte des Alpes,Bourgoin-Jallieu
3290,Centre de Vaccination CHRO,Orléans
2360,Centre de vaccination de Dieppe- Salle des Congrès,Dieppe
2231,Centre de vaccination de Micropolis,Besançon
3090,Relais Ambulatoire de vaccination MSP Nemours,Nemours
2896,Centre de vaccination Place d'Arc,Orléans
2684,APST Equipe mobile,Blois
2685,CH BLOIS - CV département - équipe mobile,Blois
968,CPTS Val de Seine,Les Mureaux
3059,Relai ambulatoire de vaccination - MSP du Grand Centre,Saint-Ouen-l'Aumône
123,CHU BORDEAUX - SITE PELLEGRIN,Bordeaux
998,HOPITAL SUBURBAIN DU BOUSCAT,Le Bouscat
598,Centre de vaccination Livry-Gargan,Livry-Gargan
2683,Centre de vaccination - Le Blanc-Mesnil / Marie du Blanc-Mesnil,Le Blanc-Mesnil
2942,Centre de vaccination Croix-Rouge Saint-Denis Hôtel de ville,Saint-Denis
273,CHI Robert Ballanger (Aulnay),Aulnay-sous-Bois
303,AVICENNE (AHPH - BOBIGNY),Bobigny
614,Centre de vaccination - salle municipale l'Embarcadère (Aubervilliers),Aubervilliers
2435,Centre de vaccination Stains - CMS Colette Coulon,Stains
1662,EMV Clichy-sous-bois,Clichy-sous-Bois
3022,"Centre de vaccination Tremblay en France, salle Ferrat",Tremblay-en-France
608,Salle des fêtes Marcel Pagnol,Neuilly-sur-Marne
511,CH de Kourou - délocalisé à la médiathèque de Kourou ,Kourou
1929,CP - Centre Pénitentiaire de Ducos / Centre Pénitentiaire de Ducos,Ducos
408,Centre de vaccination du Marin,Le Marin
2816,Centre de vaccination de Cluny,Fort-de-France
912,Centre de vaccination Covid-19 du Centre des Congrès de Jonzac,Jonzac
1210,Centre de vaccination - MSP de Bohain en Vermandois,Bohain-en-Vermandois
211,Centre de vaccination- CH Saint-Quentin,Saint-Quentin
2375,Centre de vaccination Reichstett,Reichstett
1896,MA - US de Niort / Maison d'Arrêt de Niort,Niort
2188,Centre de vaccination de Noron - Niort,Niort
1064,CENTRE DE CIVRAY,Civray
2573,Centre de vaccination Annecy Glaisins,Annecy
911,CENTRE DE ROCHEFORT,Rochefort
1511,"Centre de vaccination  - CPTS Bergues - Bourbourg - Hondshotte, Salle du foyer socio-éducatif",Bergues
1100,Centre de vaccination - CHIMR EHPAD Lucien Vivien,Montdidier
1008,Centre de vaccination de Mulhouse - Parvis Palais des sports,Mulhouse
1010,Centre de vaccination de Saint-Louis,Saint-Louis
1012,Centre de vaccination de Colmar - Parc des expositions,Colmar
2343,Centre hsopitalier de Rouffach,Rouffach
1250,Centre de vaccination de Cernay - Complexe sportif Daniel Eck,Cernay
1175,Centre de vaccination  La Bourse de Strasbourg ,Strasbourg
2077,Vaccinodrome  Sapeurs Pompiers  STIS 67,Strasbourg
1586,Centre de vaccination Drulingen ,Drulingen
935,Centre de vaccination St Luc Schirmeck - antenne du groupe Saint Vincent de Strasbourg ,Schirmeck
2587,Centre de vaccination Sébastien LOEB,Haguenau
2374,Centre de vaccination du Pays de Niederbronn-les-Bains et de Sauer-Pechelbronn,Mertzwiller
1222,Ville de Montbrison -Salle des Arches ,Montbrison
202,Centre de vaccination de St Dié des Vosges (Palais Omnisports),Saint-Dié-des-Vosges
1722,Centre de vaccination - BEAUMONT SUR SARTHE - Maison de Santé,Beaumont-sur-Sarthe
3040,Relai ambulatoire vaccination AMSID à Domène,Domène
3142,Relai ambulatoire vaccination - MEDECINS 7/7,Grenoble
3046,Relai ambulatoire vaccination - SOS Médecins Grenoble,Échirolles
1521,Centre de vaccination de Suippes ,Suippes
2020,Centre de vaccination de Joeuf - Salle François de Curel,Jœuf
3117,Relais ambulatoire de vaccination - MSP de Beaumont,Beaumont
3042,Relai ambulatoire de vaccination - Centre de soins infirmiers ,Saint-Rambert-d'Albon
3041,Relai ambulatoire de vaccination - Maison de santé Drôme des Collines et des Chambarrans,Le Grand-Serre
206,Centre de vaccination du Centre Hospitalier d'Issoire,Issoire
1236,CHRU REIMS - maison médicale de garde,Reims
2032,Centre de vaccination de DORMANS,Dormans
932,Centre de vaccination de Fismes,Fismes
3039,"Relai ambulatoire de vaccination - Pole de Santé ""Santé en Vercors",Lans-en-Vercors
765,Centre de Vaccination de Bagnoles de L'Orne,Bagnoles de l'Orne Normandie
3044,Relai ambulatoire de vaccination - Maison de santé Rose des Vents,Valence
945,Centre de vaccination de Vitry-le-François - Le Manège,Vitry-le-François
2716,centre de vaccination de FERE-CHAMPENOISE,Fère-Champenoise
2787,Vacci'Mouv - Centre mobile,Brunstatt-Didenheim
69,CH LA ROCHELLE (réservé aux professionnels de santé),La Rochelle
1209,Centre Hospitalier Louis Constant Fleming,SAINT MARTIN
106,Ancienne clinique Saint-Dominique,Flers
150,Centre de vaccination du Centre Hospitalier de la Basse-Terre,Basse-Terre
2667,Centre de vaccination éphémère de Baie Mahault,Baie-Mahault
3245,Vaccinodrome du vélodrome de Gourdeliane Amédée Detraux,Baie-Mahault
1583,Centre de vaccination éphémère du Moule,Le Moule
233,Centre de vaccination COVID - CHAMBERY Centre Hospitalier,Chambéry
727,Centre de Vaccination - CHOLET - Salle des fêtes,Cholet
1477,Centre de Vaccination - LA BAULE - Espace Jean Gaillardon,La Baule-Escoublac
1007,Centre de vaccination - ANCENIS - Salle de la Charbonnière,Ancenis-Saint-Géréon
811,Centre de Vaccination COVID - CHATEAUBRIANT,Châteaubriant
55,Plateau de consultations du service de maladies infectieuses - ANGERS -professionnels de santé extérieurs au CHU,Angers
3250,Centre de vaccination Audun le Tiche,Audun-le-Tiche
772,Centre de vaccination de Sarrebourg,Sarrebourg
174,Centre de vaccination de Metz - HIA LEGOUEST Maison médicale de garde CPTS Metz,Metz
1622,Centre de vaccination de Thionville - Théâtre municipal,Thionville
2413,Centre de vaccination de Montbronn - Salle des fêtes,Montbronn
1612,MSP de Vivonne,Vivonne
1513,Centre de vaccination de Metz - HIA LEGOUEST - 2,Metz
2088,Centre de vaccination d'Hettange-Grande - Hall omnisport,Hettange-Grande
2060,Centre de vaccination de Courcelles-Chaussy,Courcelles-Chaussy
1555,Centre de vaccination de Freyming Merlebach - Salle Vouters,Freyming-Merlebach
2058,Centre de vaccination de Metz - Palais des sports,Longeville-lès-Metz
807,Ville de Marseille,Marseille
107,Centre vaccination Hopital Européen - Consultations médicales NEOLIS,Marseille
1987,Centre de secours de la basse vallée de l’Arc,Coudoux
3126,Centre de vaccination pédiatrique - Centre hospitalier universitaire de Grenoble CHUGA (Ancienne entrée des urgences),La Tronche
149,Centre de vaccination adulte - Centre hospitalier universitaire de Grenoble CHUGA (Ancienne entrée des urgences),La Tronche
678,Centre de vaccinations Nationales et Internationales de la ville de Grenoble,Grenoble
3291,Centre de vaccination municipal,Besançon
194,"Centre de vaccination du Centre Hospitalier Universitaire DE CLERMONT-FERRAND, site Gabriel MONTPIED",Clermont-Ferrand
1311,C.H.I.C ALENCON-MAMERS - RDV DU BATIMENT DE CHIRURGIE,Alençon
2608,Centre de vaccination d'Arudy - Maison Espalungue,Arudy
3292,Centre de prévention santé de la Croix-Rouge Française de Cayenne,CAYENNE
2430, Ecole Le Fuyant,Roanne
3294,Centre de prévention santé de la Croix Rouge Française de Kourou,KOUROU
3293,Carrefour Matoury - Croix Rouge Française,MATOURY
1686,Centre de Vaccination éphémère du SDIS,Melun
3169,Centre de PMI et de planification de Menton,Menton
523,PEZENAS Centre Hospitalier (Salle Vayrac),Pézenas
3264,Pole Parent Enfant à Palais Royal,Les Abymes
230,Centre de vaccination de l'Hôpital Nord-Ouest-Villefranche - Hôpital de Gleizé,Gleizé
1939,Hôpital des armées Percy,Clamart
3266,Centre de vaccination Villeventus,Ville-la-Grand
2174,Centre de Vaccination Ambulatoire de Fontenay Sous Bois,Fontenay-sous-Bois
1070,MSP Cargèse,Cargèse
706,Centre de vaccination - Groupement Hospitalier Portes de Provence - Institut de formation en soins infirmiers (IFSI),Montélimar
815,Centre de vaccination du Centre Hospitalier du Mont Dore,Mont-Dore
3295,Centre de vaccination - délégation départementale de la Somme,Amiens
805,Centre de vaccination de Vichy - Immeuble Arlequin,Vichy
1519,centre de vaccination - Salviac,Salviac
1641,Centre de vaccination - MSP de Ligny le Châtel,Ligny-le-Châtel
1711,Centre de vaccination de Serémange-Erzange,Serémange-Erzange
2125,Centre de vaccination de Roquebrune Cap Martin - Salle Polyvalente De Augustinis ,Roquebrune-Cap-Martin
91,CH BRIVE,Brive-la-Gaillarde
1953,Centre de vaccination - HIA Robert PICQUE,Villenave-d'Ornon
2753,Centre de vaccination mobile Mutualité,Mont-de-Marsan
207,CHU LIMOGES - SITE DUPUYTREN 1,Limoges
42,CH ANGOULEME,Saint-Michel
2553,Centre de vaccination Gymnase de l'Espace,Saône
3106,Centre de vaccination du Service Départemental de Vaccinations,Angoulême
1220,Centre de vaccination - Centre de soins non programmés - Ville d'Andrézieux-Bouthéon,Andrézieux-Bouthéon
2239,Centre de vaccination COVID-19 de Deauville,Deauville
2209,CENTRE DE VACCINATION COVID-19 La Roche sur Foron,La Roche-sur-Foron
2224,Grand centre Saint-Etienne  Salle Omnisport,Saint-Étienne
3199,Centre de vaccination temporaire Le Scarabée,Riorges
72,Centre de vaccination anti-covid - Réservé aux professionnels de Santé CH Laval,Laval
1412,Relai ambulatoire - Station médicale des Vans,Les Vans
101,CH TULLE,Tulle
177,CH BAYONNE,Bayonne
260,Centre Hospitalier des Escartons,Briançon
467,CPTS SANTE LUB /MSP Les glycines,La Tour-d'Aigues
636,Fourchambault - salle polyvalente,Fourchambault
661,Centre de vaccination de Château Chinon,Château-Chinon (Ville)
926,CPTS de la Riviera Française - Site MSP de Sospel,Sospel
947,Point Santé de Châteauroux - Vaccination COVID-19,Châteauroux
201,Centre de vaccination - CHU POITIERS - Site de CHÂTELLERAULT,Châtellerault
205,POLYCLINIQUE DE POITIERS,Poitiers
959,CPTS Des Collines/ Mairie de Biot Salle Gilardi,Biot
961,CPTS des Collines de Valbonne - site MSP Le Rouret - Maison du Terroir,Le Rouret
963,Centre de vaccination - Maison de santé MIRANDE,Mirande
1047,CH Langogne,Langogne
1160,Espace La Cray - Voujeaucourt,Voujeaucourt
1163,centre de vaccination de la Moyenne et Haute vallée de l'Aude,Limoux
1281,Centre hospitalier Pierre Lôo,La Charité-sur-Loire
1445,MSP EYMOUTIERS,Eymoutiers
1447,SOS MEDECINS,Limoges
1697,Centre de Vaccination - CH Saint-Astier,Saint-Astier
1967,CPTS Nord Essonne-Paray-Morangis,Paray-Vieille-Poste / Morangis
2028,Centre de vaccination COVID-19 Hendaye-Bidassoa,Hendaye
2214,NANTES - Grand Centre La Beaujoire,Nantes
2372,Centre de vaccination Truchtersheim,Truchtersheim
2409,Centre de vaccination Espace Désiré Rousset,Quissac
2720,Lieu de vaccination de Bar-le-Duc centre - Theuriet,Bar-le-Duc
2725,CV Service départemental d'incendie et de secours ,Carcassonne
3095,Centre de vaccination-Vaccibus de Masseube,Masseube
3128,Centre de vaccination de Montlegun,Carcassonne
3167,Centre de PMI et de planification  Nice-Cessole,Nice
136,Service de santé au travail de lhôpital Clemenceau (Réservé aux professionnels de santé libéraux),La Garde
187,Couserans - CHAC,Saint-Lizier
199,Centre de vaccination Foix Estive,Foix
333,MSP Mercus Tarascon,ARIGNAC
334,Cabinet médical de Saverdun,Saverdun
436,MSP multisites de Laroque dOlmes (Pfizer),Lavelanet
442,MSP DE MASSAT ,Massat
530,MSP AX LES THERMES (Pfizer),Ax-les-Thermes
541,CV LE FOSSAT (Pfizer),Le Fossat
547,MSP PAMIERS (Pfizer),Pamiers
665,Centre de vaccination du CH de Saint Flour,Saint-Flour
875,Centre de vaccination de Vandoeuvre - Parc des Sports,VandÅ“uvre-lès-Nancy
878,Jarville - Espace communal Foch,Jarville-la-Malgrange
909,Centre de vaccination Reims - Le Cellier,Reims
933,Centre de vaccination de Cernay-les-Reims - Salle de La Marelle,Cernay-lès-Reims
938,Essey - Pôle médical Pasteur/Kléber,Essey-lès-Nancy
943,Laxou - CPN,Laxou
948,"Centre de vaccination de Sermaize les Bains, Maison médicale",Sermaize-les-Bains
949,MORLAIX - Centre de congrès,Garlan
950,Maison médicale de Saint Rémy en Bouzemont,Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson
1011,Centre de vaccination de Saint Martin sur le Pré - MSP,Saint-Martin-sur-le-Pré
1082,Centre de vaccination Gymnase Boulloche - Lunéville,Lunéville
1227,Briey - Hôpital Maillot,Val de Briey
1335,Centre de vaccination La Plaine des Jeux,Cosnes-et-Romain
1341,CH de Toul,Toul
1366,cabinet médical des 5 hameaux ,Saint Jean du Falga
1370,CV éphémère - Châteaumaillant,Châteaumeillant
1371,MSP Mirepoix ,Mirepoix
1377,Centre éphémère de vaccination - Ville de Basse-Terre,Basse-Terre
1378,Centre éphémère de vaccination - Commune de Vieux Habitants,Vieux-Habitants
1381,CDV31 Clinique Croix du Sud,Quint-Fonsegrives
1382,CDV31 Clinique Occitanie,Muret
1383,CDV31 Clinique Saint Exupéry,Toulouse
1390,Centre vaccination LANGEAC  (Professionnels de santé uniquement),Langeac
1400,CH Condom,Condom
1402,Centre de vaccination COVID - Centre hospitalier de Beaurepaire  (Professionnels de santé uniquement),Beaurepaire
1403,Centre de vaccination COVID - Centre hospitalier de Vienne - (Professionnels de santé uniquement),Vienne
1420,CV éphémère - Levet,Levet
1431,Maison de santé des Quatre Vallées ,Castillon-en-Couserans
1499,CH Châlons en Champgane,Châlons-en-Champagne
1548,EMV Mairie du 18e - Centre COVISAN 18,Paris
1554,EMV - Opérations QPV - DASES,Paris
1580,EMV CPAM ,Bobigny
1620,EHPAD La Madeleine,Bergerac
1623,EHPAD La Madeleine,Bergerac
1643,Cabinet médical à Mazères (Pfizer),Mazères
1738,Centre de Vaccination de Mourmelon Le Grand - Espace culturel Napoléon III,Mourmelon-le-Grand
1897,MA - US FOIX / Maison dArrêt de Foix,Foix
1950,Equipe Mobile de Vaccination CANTAL,Aurillac
2011,Site de vaccination de Bagneux - Salle des fêtes,Bagneux
2017,Centre de vaccination de Dombasle - Salle polyvalente,Dombasle-sur-Meurthe
2018,Centre de vaccination de Longuyon - Salle municipale Pierret,Longuyon
2024,Centre de vaccination de Villerupt - EPAHD Michel Dinet,Villerupt
2026,Espace Montrichard,Pont-à-Mousson
2080,Centre de vaccination de Douzy - MSP,Douzy
2098,MSP relai Avord,Avord
2099,MSP relai Baugy,Baugy
2175,GRAND CENTRE EURE,évreux
2201,centre de vaccination du SDIS - Bressuire,Moncoutant-sur-Sèvre
2211,Grand Centre de Vaccination de PAU 01 - Centre fermé,Pau
2226,Mégacentre de GRAND CHAMBERY,Chambéry
2261,Grand centre de Lyon - Eurexpo (en cours de déclaration),Chassieu
2275,GRAND CENTRE ANGOULEME,Angoulême
2276,Grand centre - Mont de Marsan,Mont-de-Marsan
2287,Grand centre de vaccination de Périgueux - 01 (en cours de création),Périgueux
2453,Palais des Congrès (temporaire),Digne-les-Bains
2461,VACCINATION COVID19 - ARIEGE - OPERATION EXCEPTIONNELLE,Foix
2462,Lycée Brière,Reims
2464,Collège jean Moulin,Saint-Memmie
2466,Collège Pierre Gilles de Gennes,Frignicourt
2468,Collège Terres Rouges,épernay
2470,Centre de vaccination Châlons En Champagne SDIS 51,Châlons-en-Champagne
2503,Centre de vaccination Pole Caraïbes (ABYMES),Les Abymes
2563,Equipe Mobile Vaccination Cantal - SDIS 15,Aurillac
2604,LA BASTIDE DE SEROU Opération éphémère Vaccination,LA BASTIDE DE SEROU
2614,PRAT ET BONREPAUX Opération éphémère Vaccination,Prat et Bonrepaux
2616,SAINT GIRONS _Opération exceptionnelle,Saint-Girons
2617,PAMIERS_Opération exceptionnelle,La Tour-du-Crieu
2618,FOIX_Opération Exceptionnelle,Foix
2619,VAL DE SOS Opération éphémère,VAL DE SOS
2691,FOIX-ESTIVE,Foix
2758,PROXI-VACCIN Saint Girons,Saint Girons
2759,PROXI-VACCIN Le Mas dAzil,Le Mas-dAzil
2762,OPERATION EPHEMERE PHARMACIE DE MILLIANE,Pamiers
2769,Proxi-vaccin à Saint Lizier,Saint-Lizier
2776,MSP DU PLANTAUREL opération éphémère,Saint-Jean-de-Verges
2935,PMI 976,Mamoudzou
2936,Centre de vaccination de Rivière-Salée,Rivière-Salée
